DatasetName,Target,Pipeline,EvaluationMetric,Time,Size,Website
Debernardi et al 2020 data,diagnosis,"MEDIAN,OE,ZS,fea_null,dup_null,out_null,RF",0.983050847,0.112811565,"(590, 14)",https
Web page Phishing Detection,status,"imp_null,OE,ZS,fea_null,dup_null,out_null,RF",0.965879265,1.169764996,"(11430, 89)",https
HR Analytics Employee Promotion Data,is_promoted,"MEDIAN,OE,nor_null,LC,dup_null,out_null,RF",0.939244663,3.508179665,"(54808, 13)",https
Credit Card Defaulter Prediction,default,"imp_null,OE,ZS,fea_null,dup_null,out_null,RF",0.823666667,4.393324614,"(30000, 25)",https
heart_statlog_cleveland_hungary_final,target,"imp_null,enc_null,ZS,fea_null,ED,out_null,RF",0.955156951,0.117493868,"(1190, 12)",https
CTG,NSP,"imp_null,enc_null,ZS,fea_null,dup_null,IQR,RF",0.989208633,0.179870844,"(2129, 40)",https
CDR-Call-Details,Churn,"imp_null,enc_null,ZS,fea_null,AD,IQR,RF",0.950685436,9.495403051,"(101174, 17)",https
16P,Personality,"imp_null,enc_null,nor_null,fea_null,dup_null,IQR,RF",0.97425,9.429229975,"(59999, 62)",https
FIC,Mortality,"imp_null,OE,ZS,fea_null,dup_null,out_null,RF",1.0,0.145329714,"(368, 60)",https
spect_train,OVERALL_DIAGNOSIS,"imp_null,enc_null,ZS,fea_null,dup_null,IQR,RF",0.9375,0.145166397,"(80, 45)",https
spect_train_binary,OVERALL_DIAGNOSIS,"imp_null,enc_null,ZS,fea_null,dup_null,IQR,LDA",0.784615385,0.043535471,"(80, 23)",https
wine,quality,"imp_null,enc_null,nor_null,fea_null,dup_null,IQR,RF",0.834558824,0.189982414,"(1599, 12)",https
phishing,class,"imp_null,enc_null,ZS,fea_null,dup_null,IQR,RF",0.97195839,0.492106915,"(11054, 32)",https
googleplaystore_reviews,Sentiment,"MEAN,OE,ZS,fea_null,AD,out_null,RF",0.984602224,6.3854568,"(64295, 5)",https
Monkey-Pox PATIENTS,MonkeyPox,"imp_null,OE,ZS,fea_null,dup_null,out_null,LDA",0.6369,0.093076229,"(25000, 11)",https
Bank Loan Defaulter Prediction,Loan Status,"imp_null,OE,ZS,fea_null,dup_null,out_null,LDA",0.908189735,0.804027557,"(67463, 35)",https
Stress-Lysis,Stress Level,"imp_null,enc_null,ZS,fea_null,AD,out_null,NB",0.990024938,0.079797983,"(2001, 4)",https
Bank marketing response predict,y,"imp_null,OE,ZS,fea_null,dup_null,IQR,RF",0.786052009,0.689945459,"(12870, 17)",https
telecom_customer_churn,Customer Status,"MEDIAN,OE,ZS,fea_null,dup_null,out_null,RF",0.811340206,0.604788542,"(7043, 36)",https
Bank_Personal_Loan_Modelling,CreditCard,"imp_null,enc_null,ZS,fea_null,dup_null,out_null,RF",0.752,0.481125832,"(5000, 14)",https
heart1,target,"imp_null,enc_null,ZS,WR,dup_null,out_null,LDA",0.838842975,0.027304649,"(303, 14)",https
walmart_cleaned,Type,"imp_null,enc_null,ZS,fea_null,dup_null,out_null,RF",1.0,25.73973846,"(421570, 17)",https
covid-liver,Alive_Dead,"MEDIAN,OE,nor_null,fea_null,dup_null,out_null,RF",0.9,0.11289525,"(450, 27)",https
Cardiovascular Study Dataset,TenYearCHD,"MF,OE,ZS,fea_null,dup_null,out_null,RF",0.859882006,0.33899188,"(3390, 17)",https
classification_in_asteroseismology,POP,"imp_null,enc_null,nor_null,fea_null,dup_null,IQR,RF",0.977011494,0.091027975,"(1001, 4)",https
Wine2,Customer_Segment,"imp_null,enc_null,ZS,fea_null,dup_null,out_null,NB",1.0,0.030222654,"(178, 14)",https
covid_data_2020-2021,corona_result,"imp_null,OE,ZS,fea_null,dup_null,out_null,RF",0.920973031,1045.964322,"(5861480, 10)",https
microbes,microorganisms,"imp_null,enc_null,nor_null,fea_null,dup_null,IQR,RF",0.999449339,9.144949913,"(30527, 26)",https
Weather,RainTomorrow,"MEDIAN,OE,ZS,fea_null,dup_null,out_null,RF",0.855166849,11.09519434,"(99516, 23)",https
IPL_Auction_2022_FullList,Bid,"imp_null,enc_null,nor_null,fea_null,dup_null,IQR,RF",1.0,0.07998395,"(590, 20)",https
credit_card_defaulter,default,"imp_null,OE,nor_null,fea_null,dup_null,out_null,LDA",0.9735,0.027073622,"(10000, 5)",https
riceClassification,Class,"imp_null,enc_null,ZS,fea_null,dup_null,out_null,RF",1.0,1.019708872,"(18185, 12)",https
poker-hand-training,Poker Hand,"imp_null,OE,nor_null,fea_null,dup_null,IQR,RF",0.613554578,9.082965136,"(25010, 11)",https
applerevenue,profit or not,"imp_null,enc_null,nor_null,fea_null,ED,IQR,RF",0.782634731,2.102896214,"(10559, 7)",https
bank_customer_survey,y,"imp_null,OE,ZS,fea_null,dup_null,IQR,RF",0.946240337,1.597802401,"(45211, 17)",https
Breast Cancer Prediction,Class,"imp_null,enc_null,ZS,fea_null,AD,out_null,RF",0.99270073,2.67101717,"(683, 11)",https
UniversalBank,CreditCard,"imp_null,enc_null,ZS,fea_null,dup_null,out_null,NB",0.768,0.022017479,"(5000, 14)",https
new_model,Class,"imp_null,enc_null,ZS,fea_null,dup_null,out_null,RF",1.0,0.179000139,"(400, 14)",https
df1_loan,Loan_Status,"imp_null,enc_null,nor_null,LC,dup_null,IQR,NB",0.88,0.014980078,"(500, 15)",https
Kinematics_Data,activity,"imp_null,OE,ZS,fea_null,dup_null,out_null,RF",0.992493509,7.530292034,"(88588, 11)",https
transfusion,whether he/she donated blood in March 2007,"imp_null,enc_null,nor_null,fea_null,dup_null,IQR,NB",0.848920863,0.008985043,"(748, 5)",https
ML Marathon Dataset,deposit,"imp_null,OE,ZS,fea_null,ED,out_null,RF",0.845373134,0.620958805,"(8371, 17)",https
Employee Satisfaction Index,satisfied,"imp_null,OE,nor_null,fea_null,AD,IQR,NB",0.53,0.062999725,"(500, 14)",https
diabetes,Outcome,"imp_null,enc_null,nor_null,fea_null,dup_null,IQR,RF",0.791044776,0.109079838,"(768, 9)",https
Social_Network_Ads,Purchased,"imp_null,OE,DS,fea_null,dup_null,out_null,RF",0.95,1.159176826,"(400, 5)",https
glass,Type of glass,"imp_null,enc_null,ZS,fea_null,dup_null,out_null,RF",0.976744186,0.134011269,"(214, 11)",https
Breast Cancer Coimbra Data Set,Classification,"imp_null,enc_null,ZS,fea_null,dup_null,IQR,NB",0.894736842,0.029768467,"(116, 10)",https
dementia_dataset,Group,"MF,OE,nor_null,fea_null,dup_null,out_null,RF",0.946666667,0.101015091,"(373, 15)",https
heart_Disease,target,"imp_null,enc_null,nor_null,fea_null,AD,IQR,NB",0.86440678,0.043980837,"(303, 14)",https
tumor,Class,"imp_null,enc_null,ZS,fea_null,dup_null,out_null,RF",0.99270073,0.098855019,"(683, 11)",https
classast - pha,class,"imp_null,enc_null,nor_null,fea_null,dup_null,IQR,RF",0.993902439,0.180000067,"(1748, 12)",https
airline_passenger_satisfaction1,satisfaction,"imp_null,enc_null,nor_null,fea_null,ED,IQR,RF",0.99010619,6.279091835,"(129880, 23)",https
airline_passenger_satisfaction2,satisfaction,"imp_null,OE,ZS,fea_null,AD,out_null,RF",0.961712088,8.870998383,"(60001, 23)",https
WA_Fn-UseC_-HR-Employee-Attrition,Attrition,"imp_null,OE,ZS,fea_null,dup_null,IQR,RF",0.87826087,0.678993464,"(1470, 35)",https
WA_Fn-UseC_-HR-Employee-Education,Education,"imp_null,OE,MM,fea_null,ED,out_null,RF",0.408163265,0.245427608,"(1470, 35)",https
WA_Fn-UseC_-HR-Employee-EnvironmentSatisfaction,EnvironmentSatisfaction,"imp_null,enc_null,ZS,fea_null,dup_null,out_null,NB",0.30952381,0.028998613,"(1470, 35)",https
WA_Fn-UseC_-HR-Employee-JobSatisfaction,JobSatisfaction,"imp_null,enc_null,ZS,fea_null,dup_null,IQR,NB",0.339055794,0.035039425,"(1470, 35)",https
TagMyBook,rating,"imp_null,OE,ZS,fea_null,ED,out_null,RF",0.527687296,0.329494476,"(1534, 7)",https
customerTargeting,target,"imp_null,enc_null,ZS,fea_null,dup_null,out_null,RF",0.570241692,2.002466679,"(6620, 71)",https
telecom_churn2,Churn,"imp_null,enc_null,ZS,fea_null,dup_null,IQR,RF",0.944707741,0.280326128,"(3333, 11)",https
ParisHousingClass,category,"imp_null,enc_null,ZS,fea_null,dup_null,IQR,RF",1.0,2.185753822,"(10000, 18)",https
ParisHousingClass99.88,category,"imp_null,enc_null,MM,fea_null,dup_null,out_null,RF",1.0,0.586894274,"(10000, 18)",https
diabetes_data_upload,class,"imp_null,OE,MM,fea_null,dup_null,out_null,RF",1.0,0.15101552,"(520, 17)",https
Loan Prediction with 3 Problem Statement,Loan_Status,"imp_null,OE,ZS,fea_null,dup_null,IQR,NB",0.890410959,0.02498436,"(614, 13)",https
tic-tac-toe-endgame,V10,"imp_null,OE,nor_null,fea_null,dup_null,LOF,RF",0.964788732,0.111092806,"(958, 10)",https
Star1,class,"imp_null,enc_null,ZS,fea_null,dup_null,IQR,RF",0.977186312,0.199003696,"(1388, 18)",https
Star2,class,"imp_null,enc_null,MM,fea_null,ED,IQR,RF",0.971291866,0.662076473,"(5416, 18)",https
Star3,class,"imp_null,enc_null,ZS,fea_null,dup_null,IQR,RF",0.976628895,1.219997168,"(7568, 18)",https
airline_passenger_satisfaction3,satisfaction,"imp_null,OE,ZS,fea_null,dup_null,out_null,RF",0.939965695,0.366057158,"(5855, 23)",https
airline_passenger_satisfaction4,satisfaction,"imp_null,OE,ZS,fea_null,dup_null,out_null,RF",0.93255132,0.172996759,"(1708, 23)",https
Airlines1,Delay,"imp_null,FE,ZS,fea_null,dup_null,out_null,NB",0.825,0.01703763,"(999, 9)",https
Airlines2,Delay,"imp_null,OE,ZS,fea_null,dup_null,out_null,RF",0.699075231,1.671994925,"(20001, 9)",https
Airlines3,Delay,"imp_null,FE,ZS,fea_null,dup_null,out_null,LDA",0.628125,0.034630537,"(6001, 9)",https
Bank Customer Churn Prediction1,churn,"imp_null,OE,ZS,fea_null,dup_null,out_null,RF",0.849593496,0.150008678,"(1227, 12)",https
Bank Customer Churn Prediction2,churn,"imp_null,OE,nor_null,fea_null,dup_null,out_null,RF",0.85078534,0.318803787,"(3820, 12)",https
Bank Loan Defaulter Prediction1,Loan Status,"imp_null,enc_null,ZS,fea_null,dup_null,out_null,RF",0.910828025,0.17040658,"(783, 35)",https
Bank Loan Defaulter Prediction2,Loan Status,"imp_null,enc_null,ZS,fea_null,dup_null,out_null,RF",0.923684211,0.419849157,"(1898, 35)",https
Bank Loan Defaulter Prediction3,Loan Status,"imp_null,OE,ZS,fea_null,dup_null,out_null,RF",0.917808219,0.614867687,"(3648, 35)",https
Bank Loan Defaulter Prediction4,Loan Status,"imp_null,OE,ZS,fea_null,dup_null,out_null,NB",0.930555556,0.033791542,"(360, 35)",https
Bank Loan Defaulter Prediction5,Loan Status,"imp_null,OE,ZS,LC,dup_null,out_null,NB",0.919421488,0.060494184,"(4838, 35)",https
Banking Dataset Classification1,y,"imp_null,OE,nor_null,fea_null,dup_null,out_null,RF",0.957142857,0.083918095,"(346, 16)",https
Banking Dataset Classification2,y,"imp_null,OE,ZS,fea_null,dup_null,IQR,LDA",0.938075379,0.059955597,"(3987, 16)",https
Banking Dataset Classification3,y,"imp_null,OE,ZS,fea_null,dup_null,IQR,RF",0.936507937,0.119660854,"(1124, 16)",https
bodyPerformance1,class,"imp_null,enc_null,nor_null,MR,dup_null,out_null,RF",0.622641509,0.175078392,"(1058, 12)",https
bodyPerformance2,class,"imp_null,BE,nor_null,fea_null,dup_null,LOF,RF",0.715163934,0.703485966,"(5128, 12)",https
bodyPerformance3,class,"imp_null,enc_null,ZS,MR,dup_null,out_null,LDA",0.612908962,0.024004221,"(188, 12)",https
Breast_Cancer1,Status,"imp_null,OE,nor_null,fea_null,dup_null,out_null,LDA",0.894302177,0.022808313,"(1952, 16)",https
Breast_Cancer2,Status,"imp_null,OE,nor_null,fea_null,dup_null,LOF,RF",0.93081761,0.119819641,"(1041, 16)",https
Breast_Cancer3,Status,"imp_null,OE,nor_null,fea_null,dup_null,LOF,RF",1.0,0.083788157,"(251, 16)",https
Car_Insurance_Claim1,OUTCOME,"MEAN,OE,ZS,fea_null,dup_null,IQR,RF",0.852941176,0.129513741,"(453, 19)",https
Car_Insurance_Claim2,OUTCOME,"MEAN,OE,nor_null,fea_null,dup_null,IQR,LDA",0.840948231,0.03480649,"(1481, 19)",https
Car_Insurance_Claim3,OUTCOME,"MEAN,OE,MM,fea_null,dup_null,out_null,RF",0.841836735,0.174798727,"(1960, 19)",https
Car_Insurance_Claim4,OUTCOME,"MEAN,OE,ZS,fea_null,dup_null,IQR,RF",0.845896147,0.2503829,"(3315, 19)",https
Car_Insurance_Claim5,OUTCOME,"MEAN,OE,ZS,fea_null,dup_null,IQR,RF",0.832116788,0.131996155,"(753, 19)",https
CDR-Call-Details1,Churn,"imp_null,enc_null,ZS,fea_null,dup_null,IQR,NB",0.942857143,0.020637751,"(280, 17)",https
CDR-Call-Details2,Churn,"imp_null,enc_null,ZS,fea_null,AD,IQR,RF",0.913043478,2.209801197,"(1183, 17)",https
CDR-Call-Details3,Churn,"imp_null,enc_null,ZS,fea_null,dup_null,IQR,RF",0.917333333,0.236565828,"(3173, 17)",https
Credit score1,Credit_Score,"MEDIAN,enc_null,ZS,fea_null,dup_null,IQR,RF",0.8125,0.094896793,"(237, 28)",https
Credit score2,Credit_Score,"MEDIAN,enc_null,ZS,fea_null,dup_null,IQR,RF",0.848101266,0.140179634,"(1150, 28)",https
Credit score3,Credit_Score,"MEDIAN,enc_null,nor_null,fea_null,dup_null,IQR,RF",0.815686275,0.170170069,"(1649, 28)",https
Credit score4,Credit_Score,"MF,enc_null,DS,fea_null,AD,out_null,RF",0.741518578,2.609708548,"(3094, 28)",https
csgo_round_snapshots1,round_winner,"imp_null,OE,ZS,fea_null,dup_null,out_null,RF",0.923076923,0.146207333,"(257, 97)",https
csgo_round_snapshots2,round_winner,"imp_null,OE,nor_null,fea_null,dup_null,IQR,RF",0.948529412,0.113459587,"(765, 97)",https
csgo_round_snapshots3,round_winner,"imp_null,OE,ZS,fea_null,dup_null,out_null,RF",0.951492537,0.227694035,"(1340, 97)",https
csgo_round_snapshots4,round_winner,"imp_null,OE,ZS,fea_null,dup_null,out_null,RF",0.919908467,0.288179636,"(2185, 97)",https
csgo_round_snapshots5,round_winner,"imp_null,OE,ZS,fea_null,dup_null,out_null,RF",0.9375,0.155148029,"(398, 97)",https
customerTargeting1,target,"imp_null,enc_null,nor_null,LC,ED,out_null,NB",0.64,0.103357792,"(248, 71)",https
customerTargeting2,target,"imp_null,enc_null,DS,fea_null,dup_null,IQR,RF",0.564102564,0.230277777,"(864, 71)",https
customerTargeting3,target,"imp_null,enc_null,nor_null,fea_null,dup_null,IQR,RF",0.550847458,0.315285444,"(1368, 71)",https
customerTargeting4,target,"imp_null,enc_null,DS,fea_null,dup_null,IQR,NB",0.572864322,0.050160885,"(1149, 71)",https
customerTargeting5,target,"imp_null,enc_null,DS,fea_null,dup_null,IQR,RF",0.53968254,0.159820795,"(368, 71)",https
